Index,Lot,Time,pH,Temp,Current,Voltage
1105,17,오후 6:00:38.1,1.55,23.21,4.08,3.22
1106,17,오후 6:00:43.1,2.62,24.84,3.73,4.74
1107,17,오후 6:00:48.1,2.23,22.17,3.13,4.2
1108,17,오후 6:00:53.1,4.91,27.24,3.3,3.78
1109,17,오후 6:00:58.1,2.51,25.22,4.47,3.86
1110,17,오후 6:01:03.1,2.15,24.11,3.8,3.42
1111,17,오후 6:01:08.1,1.51,25.34,3.68,4.87
1112,17,오후 6:01:13.1,1.87,23.7,4.12,3.16
1113,17,오후 6:01:18.1,2.09,27.67,3.49,4.9
1114,17,오후 6:01:23.1,1.78,21.84,3.93,4.69
1115,17,오후 6:01:28.1,1.55,24.44,3.88,3.92
1116,17,오후 6:01:33.1,2.81,24.32,3.88,4.46
1117,17,오후 6:01:38.1,2.87,23.29,3.02,3.82
1118,17,오후 6:01:43.1,1.54,23.33,3.05,4.5
1119,17,오후 6:01:48.1,2.07,24.89,3.26,4.68
1120,17,오후 6:01:53.1,2.59,24.0,3.51,3.58
1121,17,오후 6:01:58.1,1.67,24.36,3.98,3.94
1122,17,오후 6:02:03.1,4.91,27.24,3.3,3.78
1123,17,오후 6:02:08.1,2.95,21.72,4.11,4.58
1124,17,오후 6:02:13.1,2.67,25.6,3.84,4.3
1125,17,오후 6:02:18.1,1.85,27.72,3.56,4.3
1126,17,오후 6:02:23.1,2.12,21.08,3.8,3.03
1127,17,오후 6:02:28.1,1.86,23.51,3.47,3.17
1128,17,오후 6:02:33.2,2.7,24.18,3.81,3.14
1129,17,오후 6:02:38.2,1.7,27.1,4.48,4.08
1130,17,오후 6:02:43.2,1.87,23.77,4.45,4.68
1131,17,오후 6:02:48.2,2.4,27.29,3.78,4.08
1132,17,오후 6:02:53.2,2.4,22.85,3.52,3.7
1133,17,오후 6:02:58.2,2.39,23.86,3.87,4.29
1134,17,오후 6:03:03.2,1.65,22.97,3.36,4.64
1135,17,오후 6:03:08.2,2.93,23.93,3.08,4.71
1136,17,오후 6:03:13.2,2.87,26.32,3.16,4.83
1137,17,오후 6:03:18.2,2.07,21.74,3.83,3.19
1138,17,오후 6:03:23.2,2.84,26.94,3.56,3.82
1139,17,오후 6:03:28.2,1.6,26.12,4.41,4.65
1140,17,오후 6:03:33.2,1.63,23.38,3.61,3.42
1141,17,오후 6:03:38.2,4.91,27.24,3.3,3.78
1142,17,오후 6:03:43.2,2.67,24.22,3.8,4.95
1143,17,오후 6:03:48.2,1.73,22.72,3.54,3.25
1144,17,오후 6:03:53.2,2.41,25.52,3.27,4.37
1145,17,오후 6:03:58.2,2.3,24.15,4.17,3.52
1146,17,오후 6:04:03.2,2.82,23.91,3.69,4.93
1147,17,오후 6:04:08.2,2.59,22.98,3.85,4.19
1148,17,오후 6:04:13.3,2.84,21.01,3.96,4.56
1149,17,오후 6:04:18.3,2.4,26.37,3.32,3.91
1150,17,오후 6:04:23.3,2.24,25.69,4.05,4.32
1151,17,오후 6:04:28.3,2.24,26.68,3.6,4.52
1152,17,오후 6:04:33.3,1.82,22.48,3.57,3.75
1153,17,오후 6:04:38.3,2.42,25.31,3.41,3.45
1154,17,오후 6:04:43.3,1.99,23.91,3.1,4.85
1155,17,오후 6:04:48.3,4.91,27.24,3.3,3.78
1156,17,오후 6:04:53.3,2.02,22.37,3.11,4.34
1157,17,오후 6:04:58.3,2.99,26.22,4.36,3.32
1158,17,오후 6:05:03.3,2.37,22.05,4.24,4.92
1159,17,오후 6:05:08.3,2.47,23.17,3.95,4.3
1160,17,오후 6:05:13.3,1.84,25.57,3.53,3.65
1161,17,오후 6:05:18.3,2.86,23.18,3.44,3.58
1162,17,오후 6:05:23.3,2.38,22.82,3.63,4.02
1163,17,오후 6:05:28.3,2.78,26.26,4.21,3.25
1164,17,오후 6:05:33.3,2.75,26.39,4.44,4.45
1165,17,오후 6:05:38.3,1.9,21.92,3.93,3.29
1166,17,오후 6:05:43.3,2.42,24.77,4.34,4.34
1167,17,오후 6:05:48.3,2.82,26.55,3.68,3.3
1168,17,오후 6:05:53.4,2.18,26.86,3.26,3.86
1169,17,오후 6:05:58.4,2.86,24.57,4.41,3.83
1170,17,오후 6:06:03.4,2.25,26.82,3.35,4.22
1171,17,오후 6:06:08.4,2.87,26.26,3.7,3.18
1172,17,오후 6:06:13.4,2.59,23.66,3.67,3.4
1173,17,오후 6:06:18.4,2.02,27.7,3.66,4.04
1174,18,오후 6:06:46.1,2.61,22.76,3.29,3.92
1175,18,오후 6:06:51.1,2.67,25.16,3.99,3.57
1176,18,오후 6:06:56.1,2.93,24.62,3.04,3.13
1177,18,오후 6:07:01.1,2.38,25.07,4.19,4.82
1178,18,오후 6:07:06.1,2.68,24.52,4.45,4.02
1179,18,오후 6:07:11.1,1.75,21.7,3.89,3.18
1180,18,오후 6:07:16.1,1.75,21.78,3.49,3.3
1181,18,오후 6:07:21.1,2.31,25.49,4.32,4.89
1182,18,오후 6:07:26.1,2.63,24.4,3.57,3.15
1183,18,오후 6:07:31.1,2.42,22.55,3.87,3.9
1184,18,오후 6:07:36.1,2.09,26.22,3.93,4.69
1185,18,오후 6:07:41.1,2.48,22.76,3.15,3.55
1186,18,오후 6:07:46.1,1.83,21.55,3.98,3.99
1187,18,오후 6:07:51.1,2.15,26.13,3.97,3.45
1188,18,오후 6:07:56.1,2.48,24.48,4.45,3.51
1189,18,오후 6:08:01.1,2.14,23.79,4.24,3.1
1190,18,오후 6:08:06.1,1.68,22.21,4.01,4.95
1191,18,오후 6:08:11.1,1.88,22.99,3.32,3.14
1192,18,오후 6:08:16.1,2.29,25.2,3.95,4.05
1193,18,오후 6:08:21.1,2.36,21.62,4.39,3.6
1194,18,오후 6:08:26.1,2.89,25.74,4.16,4.86
1195,18,오후 6:08:31.1,2.92,21.33,3.18,4.16
1196,18,오후 6:08:36.1,2.4,22.25,3.56,4.59
1197,18,오후 6:08:41.1,1.53,22.77,3.79,4.61
1198,18,오후 6:08:46.2,2.31,24.47,3.78,3.54
1199,18,오후 6:08:51.2,1.71,21.19,3.88,3.91
1200,18,오후 6:08:56.2,2.45,22.31,3.47,4.36
1201,18,오후 6:09:01.2,2.17,23.23,3.55,4.07
1202,18,오후 6:09:06.2,2.45,24.79,3.2,3.72
1203,18,오후 6:09:11.2,1.58,25.24,4.21,3.13
1204,18,오후 6:09:16.2,1.7,25.32,4.06,3.33
1205,18,오후 6:09:21.2,1.73,27.18,3.2,3.12
1206,18,오후 6:09:26.2,1.77,22.46,4.25,4.19
1207,18,오후 6:09:31.2,1.93,27.55,3.51,4.12
1208,18,오후 6:09:36.2,2.83,22.73,3.38,3.34
1209,18,오후 6:09:41.2,2.79,21.13,3.82,4.38
1210,18,오후 6:09:46.2,1.63,25.3,4.01,4.04
1211,18,오후 6:09:51.2,2.33,21.96,3.27,4.57
1212,18,오후 6:09:56.2,1.83,24.64,3.48,4.69
1213,18,오후 6:10:01.2,1.58,21.62,3.95,3.46
1214,18,오후 6:10:06.2,1.89,25.81,3.37,4.4
1215,18,오후 6:10:11.2,2.58,25.45,3.54,4.41
1216,18,오후 6:10:16.2,1.57,24.35,4.15,4.53
1217,18,오후 6:10:21.2,3.51,22.44,3.64,3.67
1218,18,오후 6:10:26.3,2.99,23.86,3.08,4.43
1219,18,오후 6:10:31.3,1.99,24.61,3.33,4.14
1220,18,오후 6:10:36.3,1.66,25.38,3.93,3.63
1221,18,오후 6:10:41.3,2.36,27.97,3.64,3.78
1222,18,오후 6:10:46.3,3.51,22.44,3.64,3.67
1223,18,오후 6:10:51.3,2.44,25.98,3.66,4.44
1224,18,오후 6:10:56.3,2.34,23.21,4.35,3.05
1225,18,오후 6:11:01.3,1.51,27.27,4.49,4.3
1226,18,오후 6:11:06.3,2.65,23.47,3.84,4.29
1227,18,오후 6:11:11.3,2.38,25.69,3.56,3.53
1228,18,오후 6:11:16.3,2.34,21.27,3.96,4.86
1229,18,오후 6:11:21.3,3.51,22.44,3.64,3.67
1230,18,오후 6:11:26.3,2.1,23.35,4.31,3.22
1231,18,오후 6:11:31.3,1.64,24.87,4.2,4.65
1232,18,오후 6:11:36.3,2.35,22.79,3.86,4.58
1233,18,오후 6:11:41.3,2.99,27.28,3.09,3.44
1234,18,오후 6:11:46.3,3.51,22.44,3.64,3.67
1235,18,오후 6:11:51.3,2.77,25.12,3.26,3.52
1236,18,오후 6:11:56.3,1.83,22.46,3.59,4.1
1237,18,오후 6:12:01.3,2.16,22.74,4.42,3.48
1238,18,오후 6:12:06.3,2.31,26.92,3.08,3.36
1239,18,오후 6:12:11.3,2.92,24.25,3.66,4.38
1240,18,오후 6:12:16.3,1.7,25.46,3.76,4.82
1241,18,오후 6:12:21.4,2.42,25.63,3.24,4.31
1242,18,오후 6:12:26.4,1.54,25.07,3.99,4.05
1243,19,오후 6:12:52.1,2.73,25.48,3.44,3.43
1244,19,오후 6:12:57.1,1.88,22.33,4.37,3.13
1245,19,오후 6:13:02.1,2.13,26.14,4.24,4.53
1246,19,오후 6:13:07.1,2.12,21.22,4.04,4.34
1247,19,오후 6:13:12.1,2.43,25.09,3.09,4.3
1248,19,오후 6:13:17.1,2.94,21.53,3.69,4.53
1249,19,오후 6:13:22.1,2.03,24.65,4.04,3.39
1250,19,오후 6:13:27.1,2.54,19.59,3.67,2.13
1251,19,오후 6:13:32.1,1.87,27.7,3.54,3.4
1252,19,오후 6:13:37.1,1.67,27.71,3.27,3.61
1253,19,오후 6:13:42.1,2.62,27.06,4.44,3.37
1254,19,오후 6:13:47.2,3.32,27.11,3.15,4.28
1255,19,오후 6:13:52.2,2.34,21.96,3.93,4.7
1256,19,오후 6:13:57.2,2.27,25.01,4.07,3.95
1257,19,오후 6:14:02.2,1.94,22.62,3.27,4.74
1258,19,오후 6:14:07.2,2.93,22.65,3.13,4.44
1259,19,오후 6:14:12.2,3.01,23.26,3.43,4.27
1260,19,오후 6:14:17.2,2.02,27.36,3.46,4.17
1261,19,오후 6:14:22.2,2.56,26.75,3.87,4.36
1262,19,오후 6:14:27.2,2.81,23.69,3.05,3.24
1263,19,오후 6:14:32.2,1.93,27.46,3.68,4.8
1264,19,오후 6:14:37.2,2.28,24.58,4.23,4.43
1265,19,오후 6:14:42.2,2.96,22.42,3.5,4.44
1266,19,오후 6:14:47.2,2.0,24.84,3.17,3.26
1267,19,오후 6:14:52.2,2.57,23.21,3.24,3.69
1268,19,오후 6:14:57.2,1.8,24.21,4.45,4.72
1269,19,오후 6:15:02.2,2.53,26.94,3.79,4.67
1270,19,오후 6:15:07.2,2.1,21.82,4.1,4.19
1271,19,오후 6:15:12.2,1.68,27.29,4.29,4.22
1272,19,오후 6:15:17.3,1.51,22.98,4.14,3.91
1273,19,오후 6:15:22.3,2.29,23.66,3.74,3.41
1274,19,오후 6:15:27.3,2.43,22.01,3.02,3.05
1275,19,오후 6:15:32.3,2.75,27.18,4.34,3.93
1276,19,오후 6:15:37.3,2.07,26.08,3.93,3.27
1277,19,오후 6:15:42.3,2.0,24.09,4.23,4.83
1278,19,오후 6:15:47.3,2.38,26.61,3.57,4.95
1279,19,오후 6:15:52.3,2.37,24.49,4.13,4.92
1280,19,오후 6:15:57.3,2.67,25.63,4.13,4.15
1281,19,오후 6:16:02.3,1.54,22.87,3.26,3.31
1282,19,오후 6:16:07.3,2.83,24.09,3.18,3.2
1283,19,오후 6:16:12.3,2.13,27.2,3.72,3.97
1284,19,오후 6:16:17.3,2.7,26.76,3.45,4.15
1285,19,오후 6:16:22.3,2.24,22.59,3.89,4.92
1286,19,오후 6:16:27.3,1.93,25.49,4.04,4.43
1287,19,오후 6:16:32.3,2.3,25.86,3.64,3.2
1288,19,오후 6:16:37.3,2.41,25.03,3.98,4.44
1289,19,오후 6:16:42.3,2.78,26.97,3.59,4.19
1290,19,오후 6:16:47.3,1.51,22.73,3.22,4.11
1291,19,오후 6:16:52.3,2.69,24.13,3.16,3.5
1292,19,오후 6:16:57.3,2.7,23.08,3.62,4.24
1293,19,오후 6:17:02.3,1.66,23.89,3.36,3.28
1294,19,오후 6:17:07.3,2.53,22.61,3.23,3.61
1295,19,오후 6:17:12.3,2.93,21.2,3.18,3.57
1296,19,오후 6:17:17.4,2.04,25.83,4.31,3.29
1297,19,오후 6:17:22.4,2.01,27.46,4.09,3.15
1298,19,오후 6:17:27.4,1.82,21.38,3.61,3.89
1299,19,오후 6:17:32.4,2.59,23.61,3.74,4.33
1300,19,오후 6:17:37.4,2.22,21.27,3.22,4.67
1301,19,오후 6:17:42.4,2.87,27.26,3.29,4.69
1302,19,오후 6:17:47.4,2.22,26.62,3.22,3.11
1303,19,오후 6:17:52.4,1.72,24.45,4.48,3.54
1304,19,오후 6:17:57.4,1.78,26.69,3.24,3.6
1305,19,오후 6:18:02.4,2.66,21.61,3.2,4.47
1306,19,오후 6:18:07.4,2.11,24.65,4.05,4.36
1307,19,오후 6:18:12.4,2.17,26.93,3.79,4.33
1308,19,오후 6:18:17.4,1.93,22.43,3.89,4.11
1309,19,오후 6:18:22.4,2.58,23.44,3.61,3.42
1310,19,오후 6:18:27.4,2.88,27.3,3.74,4.29
1311,19,오후 6:18:32.4,2.3,24.43,3.11,4.66
1312,20,오후 6:18:59.4,1.93,22.1,4.21,3.29
1313,20,오후 6:19:04.5,2.65,23.84,3.65,3.03
1314,20,오후 6:19:09.5,1.98,26.31,3.87,3.77
1315,20,오후 6:19:14.5,1.54,23.12,3.83,3.42
1316,20,오후 6:19:19.5,4.64,26.18,2.08,4.42
1317,20,오후 6:19:24.5,1.99,21.85,4.31,4.2
1318,20,오후 6:19:29.5,2.93,27.68,3.85,3.77
1319,20,오후 6:19:34.5,1.93,25.41,3.65,3.84
1320,20,오후 6:19:39.5,2.64,22.7,3.48,3.22
1321,20,오후 6:19:44.5,2.37,25.55,4.16,4.1
1322,20,오후 6:19:49.5,2.71,25.8,3.34,3.14
1323,20,오후 6:19:54.5,2.28,25.23,3.56,3.97
1324,20,오후 6:19:59.5,2.67,22.64,3.33,3.03
1325,20,오후 6:20:04.5,2.31,27.45,3.31,3.41
1326,20,오후 6:20:09.5,2.49,27.96,3.27,4.99
1327,20,오후 6:20:14.5,1.93,26.74,3.17,4.51
1328,20,오후 6:20:19.5,1.77,23.74,3.33,3.42
1329,20,오후 6:20:24.5,1.7,21.6,3.79,3.17
1330,20,오후 6:20:29.5,3.53,26.4,1.7,4.91
1331,20,오후 6:20:34.5,1.9,25.06,4.27,3.71
1332,20,오후 6:20:39.5,2.14,26.48,3.39,4.67
1333,20,오후 6:20:44.5,2.23,22.45,3.84,3.36
1334,20,오후 6:20:49.5,1.82,24.62,3.97,4.75
1335,20,오후 6:20:54.6,2.34,27.6,3.22,3.13
1336,20,오후 6:20:59.6,2.48,25.94,4.01,4.47
1337,20,오후 6:21:04.6,1.96,25.14,3.91,4.25
1338,20,오후 6:21:09.6,2.44,25.13,3.9,3.52
1339,20,오후 6:21:14.6,2.78,24.93,3.71,4.76
1340,20,오후 6:21:19.6,2.51,22.18,3.52,4.36
1341,20,오후 6:21:24.6,1.66,26.59,3.3,4.12
1342,20,오후 6:21:29.6,2.85,26.57,4.37,3.65
1343,20,오후 6:21:34.6,2.6,22.15,3.23,3.19
1344,20,오후 6:21:39.6,3.77,25.86,1.84,2.14
1345,20,오후 6:21:44.6,2.71,25.3,4.11,3.71
1346,20,오후 6:21:49.6,2.66,23.24,4.22,3.5
1347,20,오후 6:21:54.6,1.93,24.52,3.11,3.39
1348,20,오후 6:21:59.6,1.73,25.62,4.22,3.56
1349,20,오후 6:22:04.6,2.49,27.69,4.05,4.65
1350,20,오후 6:22:09.6,2.31,21.37,3.59,3.49
1351,20,오후 6:22:14.6,2.36,27.26,3.69,4.7
1352,20,오후 6:22:19.6,2.99,22.64,3.07,3.16
1353,20,오후 6:22:24.6,2.63,25.83,3.25,4.26
1354,20,오후 6:22:29.7,2.81,24.59,3.6,4.39
1355,20,오후 6:22:34.7,2.43,22.42,3.12,3.27
1356,20,오후 6:22:39.7,2.31,25.16,4.34,3.56
1357,20,오후 6:22:44.7,1.76,24.65,4.38,4.16
1358,20,오후 6:22:49.7,2.98,26.38,3.47,3.08
1359,20,오후 6:22:54.7,2.15,23.36,3.55,3.16
1360,20,오후 6:22:59.7,1.73,25.21,4.32,3.63
1361,20,오후 6:23:04.7,1.51,27.56,4.24,3.05
1362,20,오후 6:23:09.7,2.21,26.27,3.26,3.81
1363,20,오후 6:23:14.7,2.37,27.8,3.72,4.67
1364,20,오후 6:23:19.7,1.73,25.52,3.7,3.12
1365,20,오후 6:23:24.7,2.24,25.77,3.48,4.4
1366,20,오후 6:23:29.7,2.77,24.55,3.01,3.77
1367,20,오후 6:23:34.7,2.42,25.71,3.4,3.78
1368,20,오후 6:23:39.7,2.38,26.58,4.19,3.42
1369,20,오후 6:23:44.7,2.56,24.83,3.74,4.1
1370,20,오후 6:23:49.7,2.92,24.16,4.12,4.76
1371,20,오후 6:23:54.7,2.73,26.51,3.23,4.75
1372,20,오후 6:23:59.7,2.69,27.24,4.36,4.45
1373,20,오후 6:24:04.7,2.89,26.83,4.29,4.55
1374,20,오후 6:24:09.7,2.74,23.1,3.83,3.61
1375,20,오후 6:24:14.7,2.81,23.7,4.46,3.44
1376,20,오후 6:24:19.7,2.55,26.59,4.12,4.88
1377,20,오후 6:24:24.7,1.59,21.05,3.57,4.96
1378,20,오후 6:24:29.7,1.65,24.31,3.55,3.59
1379,20,오후 6:24:34.7,2.44,27.78,3.32,3.65
1380,20,오후 6:24:39.8,2.68,22.66,4.05,3.02
1381,21,오후 6:25:05.0,1.91,22.23,3.49,3.97
1382,21,오후 6:25:10.0,2.95,23.78,3.71,3.66
1383,21,오후 6:25:15.0,1.78,23.4,3.39,4.42
1384,21,오후 6:25:20.0,2.5,26.3,3.78,3.35
1385,21,오후 6:25:25.0,2.57,26.25,4.48,3.18
1386,21,오후 6:25:30.0,2.33,23.14,3.42,3.02
1387,21,오후 6:25:35.0,1.78,27.95,3.73,4.92
1388,21,오후 6:25:40.0,2.52,27.13,3.56,4.61
1389,21,오후 6:25:45.0,1.76,21.81,4.15,4.24
1390,21,오후 6:25:50.0,2.07,25.75,3.11,3.69
1391,21,오후 6:25:55.0,2.13,25.09,3.06,4.17
1392,21,오후 6:26:00.0,2.97,25.85,4.26,3.84
1393,21,오후 6:26:05.0,2.28,24.64,3.17,3.68
1394,21,오후 6:26:10.0,1.62,23.17,3.62,4.55
1395,21,오후 6:26:15.0,2.3,23.67,4.0,3.47
1396,21,오후 6:26:20.0,2.04,26.28,4.43,2.26
1397,21,오후 6:26:25.0,2.67,21.22,4.33,3.88
1398,21,오후 6:26:30.0,1.52,23.52,3.29,4.22
1399,21,오후 6:26:35.0,2.39,24.03,3.5,3.29
1400,21,오후 6:26:40.0,2.5,26.49,4.0,3.34
1401,21,오후 6:26:45.0,1.57,23.16,4.28,3.89
1402,21,오후 6:26:50.0,2.81,22.47,3.89,3.63
1403,21,오후 6:26:55.0,2.17,23.86,4.17,4.26
1404,21,오후 6:27:00.0,2.95,22.62,4.27,3.42
1405,21,오후 6:27:05.1,1.84,27.0,3.82,4.98
1406,21,오후 6:27:10.1,2.35,23.4,3.87,3.46
1407,21,오후 6:27:15.1,2.81,24.48,3.32,3.37
1408,21,오후 6:27:20.1,1.92,24.23,3.04,3.83
1409,21,오후 6:27:25.1,2.03,24.25,4.36,4.39
1410,21,오후 6:27:30.1,2.62,24.95,4.06,4.63
1411,21,오후 6:27:35.1,2.02,25.98,3.45,3.2
1412,21,오후 6:27:40.1,1.55,26.53,3.84,4.03
1413,21,오후 6:27:45.1,4.24,23.99,3.34,2.17
1414,21,오후 6:27:50.1,1.68,23.87,4.11,4.07
1415,21,오후 6:27:55.1,2.39,25.0,3.7,4.45
1416,21,오후 6:28:00.1,2.41,25.03,3.84,3.75
1417,21,오후 6:28:05.1,2.7,22.44,4.46,4.11
1418,21,오후 6:28:10.1,2.64,21.27,3.05,3.42
1419,21,오후 6:28:15.1,1.56,25.14,3.82,4.04
1420,21,오후 6:28:20.1,2.6,22.51,4.39,4.65
1421,21,오후 6:28:25.1,1.53,24.89,4.34,4.81
1422,21,오후 6:28:30.1,2.02,27.97,3.82,4.45
1423,21,오후 6:28:35.1,2.4,23.78,3.81,3.32
1424,21,오후 6:28:40.1,1.91,26.24,3.92,4.88
1425,21,오후 6:28:45.1,1.58,24.22,3.51,3.52
1426,21,오후 6:28:50.2,1.6,24.23,4.18,4.15
1427,21,오후 6:28:55.2,2.41,27.61,3.61,4.63
1428,21,오후 6:29:00.2,2.01,27.54,3.52,2.13
1429,21,오후 6:29:05.2,1.53,22.59,4.08,4.41
1430,21,오후 6:29:10.2,1.92,27.32,3.78,3.91
1431,21,오후 6:29:15.2,2.0,23.15,3.69,3.78
1432,21,오후 6:29:20.2,1.84,21.53,3.45,3.17
1433,21,오후 6:29:25.2,2.34,23.92,3.56,3.56
1434,21,오후 6:29:30.2,1.51,24.25,3.74,3.05
1435,21,오후 6:29:35.2,2.56,22.19,3.35,3.5
1436,21,오후 6:29:40.2,2.63,26.85,4.48,4.93
1437,21,오후 6:29:45.2,2.11,22.13,3.73,4.14
1438,21,오후 6:29:50.2,2.58,24.41,3.9,4.93
1439,21,오후 6:29:55.2,2.12,24.34,3.88,3.71
1440,21,오후 6:30:00.2,1.54,25.41,3.96,3.71
1441,21,오후 6:30:05.2,1.77,26.74,3.46,3.72
1442,21,오후 6:30:10.2,2.13,22.64,3.14,3.53
1443,21,오후 6:30:15.2,2.75,22.12,3.25,4.22
1444,21,오후 6:30:20.2,2.01,21.78,4.15,3.26
1445,21,오후 6:30:25.2,2.8,26.5,3.03,3.05
1446,21,오후 6:30:30.3,2.54,26.45,4.43,3.95
1447,21,오후 6:30:35.3,2.55,22.18,4.4,3.54
1448,21,오후 6:30:40.3,2.55,27.94,4.38,4.74
1449,21,오후 6:30:45.3,1.67,24.91,4.19,3.47
1450,22,오후 6:31:11.0,1.7,26.15,3.42,4.82
1451,22,오후 6:31:16.0,2.02,23.89,3.2,4.84
1452,22,오후 6:31:21.1,2.0,23.19,4.48,4.7
1453,22,오후 6:31:26.1,1.6,27.28,3.84,3.81
1454,22,오후 6:31:31.1,1.55,25.95,4.04,4.67
1455,22,오후 6:31:36.1,2.36,24.79,3.43,4.45
1456,22,오후 6:31:41.1,2.66,27.91,4.49,3.99
1457,22,오후 6:31:46.1,2.46,21.24,4.34,3.75
1458,22,오후 6:31:51.1,2.83,21.06,4.34,4.33
1459,22,오후 6:31:56.1,1.74,27.74,3.19,3.87
1460,22,오후 6:32:01.1,2.78,27.54,3.47,4.8
1461,22,오후 6:32:06.1,2.11,23.95,3.28,3.71
1462,22,오후 6:32:11.1,3.35,25.79,3.18,4.2
1463,22,오후 6:32:16.1,1.74,24.98,4.38,3.65
1464,22,오후 6:32:21.1,2.89,22.04,3.17,4.53
1465,22,오후 6:32:26.1,2.3,27.78,3.21,4.46
1466,22,오후 6:32:31.1,1.78,21.75,3.13,3.09
1467,22,오후 6:32:36.1,2.33,26.81,3.75,4.23
1468,22,오후 6:32:41.1,2.71,26.98,3.75,3.3
1469,22,오후 6:32:46.1,3.22,24.9,3.35,1.6
1470,22,오후 6:32:51.1,2.43,25.55,3.99,3.89
1471,22,오후 6:32:56.2,1.88,22.79,4.25,3.85
1472,22,오후 6:33:01.2,1.69,24.42,3.2,3.33
1473,22,오후 6:33:06.2,2.04,21.95,4.47,4.06
1474,22,오후 6:33:11.2,1.77,21.1,3.95,3.78
1475,22,오후 6:33:16.2,2.03,24.2,3.19,3.48
1476,22,오후 6:33:21.2,2.31,25.17,3.77,4.03
1477,22,오후 6:33:26.2,2.97,24.38,4.0,4.3
1478,22,오후 6:33:31.2,1.94,25.66,4.2,3.89
1479,22,오후 6:33:36.2,2.78,26.04,4.18,3.19
1480,22,오후 6:33:41.2,2.43,26.75,4.37,4.31
1481,22,오후 6:33:46.2,2.8,21.93,3.43,4.43
1482,22,오후 6:33:51.2,1.7,25.69,4.07,4.38
1483,22,오후 6:33:56.2,2.13,26.38,3.83,3.31
1484,22,오후 6:34:01.2,2.92,21.03,3.69,3.73
1485,22,오후 6:34:06.2,2.45,24.2,3.22,3.65
1486,22,오후 6:34:11.2,2.35,24.13,3.34,4.47
1487,22,오후 6:34:16.2,2.13,23.17,4.29,4.25
1488,22,오후 6:34:21.2,2.67,25.38,3.64,4.81
1489,22,오후 6:34:26.2,2.95,23.52,4.3,3.68
1490,22,오후 6:34:31.2,1.6,21.49,3.35,4.38
1491,22,오후 6:34:36.2,2.62,25.92,3.76,3.75
1492,22,오후 6:34:41.2,2.17,26.46,3.46,3.86
1493,22,오후 6:34:46.2,2.77,23.74,3.24,4.68
1494,22,오후 6:34:51.2,2.93,26.78,4.01,4.0
1495,22,오후 6:34:56.3,2.38,24.28,3.22,4.44
1496,22,오후 6:35:01.3,2.86,26.2,3.74,4.17
1497,22,오후 6:35:06.3,1.95,25.05,3.8,3.86
1498,22,오후 6:35:11.3,2.11,22.94,3.27,3.99
1499,22,오후 6:35:16.3,2.23,24.82,4.34,3.18
1500,22,오후 6:35:21.3,2.03,25.92,3.43,3.71
1501,22,오후 6:35:26.3,1.89,25.39,4.15,3.2
1502,22,오후 6:35:31.3,1.72,21.36,4.05,3.08
1503,22,오후 6:35:36.3,2.66,23.88,3.92,4.48
1504,22,오후 6:35:41.3,1.58,26.8,3.9,4.72
1505,22,오후 6:35:46.3,2.38,26.71,3.82,4.77
1506,22,오후 6:35:51.3,1.9,24.1,4.4,4.41
1507,22,오후 6:35:56.3,1.87,23.52,3.76,3.18
1508,22,오후 6:36:01.3,2.65,22.09,3.59,4.81
1509,22,오후 6:36:06.3,2.75,26.48,3.86,3.21
1510,22,오후 6:36:11.3,1.95,22.18,4.24,4.11
1511,22,오후 6:36:16.3,1.89,26.25,3.52,3.45
1512,22,오후 6:36:21.3,1.98,23.18,3.73,4.16
1513,22,오후 6:36:26.3,1.72,26.82,4.29,4.35
1514,22,오후 6:36:31.3,2.26,22.33,3.18,3.56
1515,22,오후 6:36:36.3,2.29,24.98,2.2,2.01
1516,22,오후 6:36:41.4,1.78,26.08,3.99,4.51
1517,22,오후 6:36:46.4,1.78,27.46,3.74,4.24
1518,22,오후 6:36:51.4,2.59,27.12,4.07,3.76
1,1,오후 4:26:56.0,2.48,21.85,3.02,4.09
2,1,오후 4:27:01.0,1.87,23.96,4.17,3.49
3,1,오후 4:27:06.0,2.49,24.27,4.42,3.13
4,1,오후 4:27:11.0,2.96,23.42,3.43,3.04
5,1,오후 4:27:16.0,2.66,22.76,4.08,3.45
6,1,오후 4:27:21.0,2.58,25.77,3.5,3.3
7,1,오후 4:27:26.0,2.71,27.28,3.31,3.67
8,1,오후 4:27:31.0,2.98,23.01,3.26,4.09
9,1,오후 4:27:36.0,1.74,22.59,4.03,4.06
10,1,오후 4:27:41.0,2.08,25.13,3.45,4.11
11,1,오후 4:27:46.0,1.53,24.79,3.2,4.5
12,1,오후 4:27:51.0,2.89,24.81,3.28,4.23
13,1,오후 4:27:56.0,2.99,25.07,4.3,4.32
14,1,오후 4:28:01.0,2.63,26.81,3.93,4.51
15,1,오후 4:28:06.0,1.96,24.96,4.04,4.92
16,1,오후 4:28:11.0,2.99,24.01,4.23,3.05
17,1,오후 4:28:16.0,2.32,25.23,3.18,4.75
18,1,오후 4:28:21.0,2.96,22.63,4.38,3.08
19,1,오후 4:28:26.0,2.25,24.73,3.37,4.0
20,1,오후 4:28:31.0,2.38,23.91,3.84,4.28
21,1,오후 4:28:36.1,1.75,23.04,3.64,4.91
22,1,오후 4:28:41.1,1.77,22.07,3.55,3.92
23,1,오후 4:28:46.1,2.28,22.09,3.35,4.65
